CONTRATO|TIPO|IDENTIFICADOR|FECHA|
A0100000000006Q|PR |000008074647116|01/01/1901|000000                                                                                                                                                                AF-08-INLI-01       00000000006Q|PR |000008074647116        ContratoPR          18503758_807464711602_AF-08-INLI-01_C_0_20170518.PDF                                             MASIVO      S8503758_807464711602_AF-08-INLI-01_C_0_20170518.PDF
A0100000000006Q|PR |000008074647553|01/01/1901|000000                                                                                                                                                                AF-08-INLI-01       00000000006Q|PR |000008074647553        ContratoPR          18504131_807464755312_AF-08-INLI-01_C_0_20176206.PDF                                             MASIVO      S8504131_807464755312_AF-08-INLI-01_C_0_20176206.PDF
A0100000000006Q|PR |000008074647070|01/01/1901|000000                                                                                                                                                                AF-08-INLI-01       00000000006Q|PR |000008074647070        ContratoPR          18504132_807464707006_AF-08-INLI-01_C_0_20176206.PDF                                             MASIVO      S8504132_807464707006_AF-08-INLI-01_C_0_20176206.PDF
A0100000000006Q|PR |000008074647070|19/02/2010|000000                                                                                                                                                                AF-03-PRPE-08       00000000006Q|PR |000008074647070        ContratoPR          18504132_807464707006_AF-03-PRPE-08_C_0_20176206.PDF                                             MASIVO      S8504132_807464707006_AF-03-PRPE-08_C_0_20176206.PDF
A0100000000006Q|PR |000008074647082|01/01/1901|000000                                                                                                                                                                AF-08-INLI-01       00000000006Q|PR |000008074647082        ContratoPR          18504133_807464708202 _AF-08-INLI-01_C_7_20176206.PDF                                            MASIVO      S8504133_807464708202 _AF-08-INLI-01_C_7_20176206.PDF
A0100000000006Q|PR |000008074647082|08/11/2006|000000                                                                                                                                                                AF-03-PRPE-08       00000000006Q|PR |000008074647082        ContratoPR          18504133_807464708202 _AF-03-PRPE-08_C_9_20176206.PDF                                            MASIVO      S8504133_807464708202 _AF-03-PRPE-08_C_9_20176206.PDF
A0100000000006Q|PR |000008074647089|01/01/1901|000000                                                                                                                                                                AF-08-INLI-01       00000000006Q|PR |000008074647089        ContratoPR          18504134_807464708906_AF-08-INLI-01_C_0_20176206.PDF                                             MASIVO      S8504134_807464708906_AF-08-INLI-01_C_0_20176206.PDF
A0100000000006Q|PR |000008074647112|01/01/1901|000000                                                                                                                                                                AF-08-INLI-01       00000000006Q|PR |000008074647112        ContratoPR          18504135_807464711206_AF-08-INLI-01_C_0_20176206.PDF                                             MASIVO      S8504135_807464711206_AF-08-INLI-01_C_0_20176206.PDF
A0100000000006Q|PR |000008074647113|01/01/1901|000000                                                                                                                                                                AF-08-INLI-01       00000000006Q|PR |000008074647113        ContratoPR          18504136_807464711305_AF-08-INLI-01_C_0_20176206.PDF                                             MASIVO      S8504136_807464711305_AF-08-INLI-01_C_0_20176206.PDF
A0100000000006Q|PR |000008074647127|01/01/1901|000000                                                                                                                                                                AF-08-INLI-01       00000000006Q|PR |000008074647127        ContratoPR          18504138_807464712798_AF-08-INLI-01_C_0_20176206.PDF                                             MASIVO      S8504138_807464712798_AF-08-INLI-01_C_0_20176206.PDF
A0100000000006Q|PR |000008074647128|01/01/1901|000000                                                                                                                                                                AF-08-INLI-01       00000000006Q|PR |000008074647128        ContratoPR          18504139_807464712809_AF-08-INLI-01_C_0_20176206.PDF                                             MASIVO      S8504139_807464712809_AF-08-INLI-01_C_0_20176206.PDF
A0100000000006Q|PR |000008074647129|01/01/1901|000000                                                                                                                                                                AF-08-INLI-01       00000000006Q|PR |000008074647129        ContratoPR          18504140_807464712908_AF-08-INLI-01_C_0_20176206.PDF                                             MASIVO      S8504140_807464712908_AF-08-INLI-01_C_0_20176206.PDF
A0100000000006Q|PR |000008074647178|01/01/1901|000000                                                                                                                                                                AF-08-INLI-01       00000000006Q|PR |000008074647178        ContratoPR          18504147_807464717898_AF-08-INLI-01_C_2_20176206.PDF                                             MASIVO      S8504147_807464717898_AF-08-INLI-01_C_2_20176206.PDF
A0100000000006Q|PR |000008074647163|01/01/1901|000000                                                                                                                                                                AF-08-INLI-01       00000000006Q|PR |000008074647163        ContratoPR          18504144_807464716306_AF-08-INLI-01_C_0_20176206.PDF                                             MASIVO      S8504144_807464716306_AF-08-INLI-01_C_0_20176206.PDF
A0100000000006Q|PR |000008074647164|01/01/1901|000000                                                                                                                                                                AF-08-INLI-01       00000000006Q|PR |000008074647164        ContratoPR          18504145_807464716405_EN-01-FICH-19_C_1_20176206.PDF                                             MASIVO      S8504145_807464716405_EN-01-FICH-19_C_1_20176206.PDF
A0100000000006Q|PR |000008074647177|01/01/1901|000000                                                                                                                                                                AF-08-INLI-01       00000000006Q|PR |000008074647177        ContratoPR          18504146_807464717799_AF-08-INLI-01_C_0_20176206.PDF                                             MASIVO      S8504146_807464717799_AF-08-INLI-01_C_0_20176206.PDF
A0100000000006Q|PR |000008074647182|01/01/1901|000000                                                                                                                                                                AF-08-INLI-01       00000000006Q|PR |000008074647182        ContratoPR          18504150_807464718203_AF-08-INLI-01_C_4_20176206.PDF                                             MASIVO      S8504150_807464718203_AF-08-INLI-01_C_4_20176206.PDF
A0100000000006Q|PR |000008074647185|01/01/1901|000000                                                                                                                                                                AF-08-INLI-01       00000000006Q|PR |000008074647185        ContratoPR          18504151_807464718599_AF-08-INLI-01_C_6_20176206.PDF                                             MASIVO      S8504151_807464718599_AF-08-INLI-01_C_6_20176206.PDF
A0100000000006Q|PR |000008074647185|14/05/2012|000000                                                                                                                                                                AF-03-PRPE-08       00000000006Q|PR |000008074647185        ContratoPR          18504151_807464718599_AF-03-PRPE-08_C_6_20176206.PDF                                             MASIVO      S8504151_807464718599_AF-03-PRPE-08_C_6_20176206.PDF
A0100000000006Q|PR |000008074647185|14/05/2012|000000                                                                                                                                                                AF-03-CORR-02       00000000006Q|PR |000008074647185        ContratoPR          18504151_807464718599_AF-03-CORR-02_O_6_20176206.PDF                                             MASIVO      S8504151_807464718599_AF-03-CORR-02_O_6_20176206.PDF
A0100000000006Q|PR |000008074647185|01/01/1901|000000                                                                                                                                                                AF-03-PRPE-08       00000000006Q|PR |000008074647185        ContratoPR          18504151_807464718599_AF-03-PRPE-08_C_9_20176206.PDF                                             MASIVO      S8504151_807464718599_AF-03-PRPE-08_C_9_20176206.PDF
A0100000000006Q|PR |000008074647185|05/06/2012|000000                                                                                                                                                                AF-03-CERA-19       00000000006Q|PR |000008074647185        ContratoPR          18504151_807464718599_AF-03-CERA-19_C_9_20176206.PDF                                             MASIVO      S8504151_807464718599_AF-03-CERA-19_C_9_20176206.PDF
A0100000000006Q|PR |000008074647186|01/01/1901|000000                                                                                                                                                                AF-08-INLI-01       00000000006Q|PR |000008074647186        ContratoPR          18504152_807464718698_AF-08-INLI-01_C_9_20176206.PDF                                             MASIVO      S8504152_807464718698_AF-08-INLI-01_C_9_20176206.PDF
A0100000000006Q|PR |000008074647186|24/07/2012|000000                                                                                                                                                                AF-03-PRPE-08       00000000006Q|PR |000008074647186        ContratoPR          18504152_807464718698_AF-03-PRPE-08_O_9_20176206.PDF                                             MASIVO      S8504152_807464718698_AF-03-PRPE-08_O_9_20176206.PDF
A0100000000006Q|PR |000008074647186|30/07/2012|000000                                                                                                                                                                AF-03-CORR-01       00000000006Q|PR |000008074647186        ContratoPR          18504152_807464718698_AF-03-CORR-01_C_9_20176206.PDF                                             MASIVO      S8504152_807464718698_AF-03-CORR-01_C_9_20176206.PDF
A0100000000006Q|PR |000008074647186|27/07/2012|000000                                                                                                                                                                AF-03-CORR-02       00000000006Q|PR |000008074647186        ContratoPR          18504152_807464718698_AF-03-CORR-02_O_9_20176206.PDF                                             MASIVO      S8504152_807464718698_AF-03-CORR-02_O_9_20176206.PDF
A0100000000006Q|PR |000008074647187|01/01/1901|000000                                                                                                                                                                AF-08-INLI-01       00000000006Q|PR |000008074647187        ContratoPR          18504153_807464718709_AF-08-INLI-01_C_9_20176206.PDF                                             MASIVO      S8504153_807464718709_AF-08-INLI-01_C_9_20176206.PDF
A0100000000006Q|PR |000008074647187|31/08/2012|000000                                                                                                                                                                AF-03-CORR-01       00000000006Q|PR |000008074647187        ContratoPR          18504153_807464718709_AF-03-CORR-01_O_9_20176206.PDF                                             MASIVO      S8504153_807464718709_AF-03-CORR-01_O_9_20176206.PDF
A0100000000006Q|PR |000008074647187|29/08/2012|000000                                                                                                                                                                AF-03-CORR-02       00000000006Q|PR |000008074647187        ContratoPR          18504153_807464718709_AF-03-CORR-02_O_9_20176206.PDF                                             MASIVO      S8504153_807464718709_AF-03-CORR-02_O_9_20176206.PDF
A0100000000006Q|PR |000008074647187|28/08/2012|000000                                                                                                                                                                AF-03-PRPE-08       00000000006Q|PR |000008074647187        ContratoPR          18504153_807464718709_AF-03-PRPE-08_C_9_20176206.PDF                                             MASIVO      S8504153_807464718709_AF-03-PRPE-08_C_9_20176206.PDF
A0100000000006Q|PR |000008074647188|01/01/1901|000000                                                                                                                                                                AF-08-INLI-01       00000000006Q|PR |000008074647188        ContratoPR          18504154_807464718808_AF-08-INLI-01_C_9_20176206.PDF                                             MASIVO      S8504154_807464718808_AF-08-INLI-01_C_9_20176206.PDF
A0100000000006Q|PR |000008074647188|01/01/1901|000000                                                                                                                                                                AF-03-CORR-01       00000000006Q|PR |000008074647188        ContratoPR          18504154_807464718808_AF-03-CORR-01_O_9_20176206.PDF                                             MASIVO      S8504154_807464718808_AF-03-CORR-01_O_9_20176206.PDF
A0100000000006Q|PR |000008074647188|26/09/2012|000000                                                                                                                                                                AF-03-CORR-02       00000000006Q|PR |000008074647188        ContratoPR          18504154_807464718808_AF-03-CORR-02_O_9_20176206.PDF                                             MASIVO      S8504154_807464718808_AF-03-CORR-02_O_9_20176206.PDF
A0100000000006Q|PR |000008074647189|01/01/1901|000000                                                                                                                                                                AF-08-INLI-01       00000000006Q|PR |000008074647189        ContratoPR          18504155_807464718907_AF-08-INLI-01_C_9_20176206.PDF                                             MASIVO      S8504155_807464718907_AF-08-INLI-01_C_9_20176206.PDF
A0100000000006Q|PR |000008074647189|26/10/2012|000000                                                                                                                                                                AF-03-PRPE-08       00000000006Q|PR |000008074647189        ContratoPR          18504155_807464718907_AF-03-PRPE-08_C_9_20176206.PDF                                             MASIVO      S8504155_807464718907_AF-03-PRPE-08_C_9_20176206.PDF
A0100000000006Q|PR |000008074647189|29/10/2012|000000                                                                                                                                                                AF-03-CORR-01       00000000006Q|PR |000008074647189        ContratoPR          18504155_807464718907_AF-03-CORR-01_O_9_20176206.PDF                                             MASIVO      S8504155_807464718907_AF-03-CORR-01_O_9_20176206.PDF
A0100000000006Q|PR |000008074647189|26/10/2012|000000                                                                                                                                                                AF-03-CORR-02       00000000006Q|PR |000008074647189        ContratoPR          18504155_807464718907_AF-03-CORR-02_O_9_20176206.PDF                                             MASIVO      S8504155_807464718907_AF-03-CORR-02_O_9_20176206.PDF
A0100000000006Q|PR |000008074647191|01/01/1901|000000                                                                                                                                                                AF-08-INLI-01       00000000006Q|PR |000008074647191        ContratoPR          18504156_807464719102_AF-08-INLI-01_C_9_20176206.PDF                                             MASIVO      S8504156_807464719102_AF-08-INLI-01_C_9_20176206.PDF
A0100000000006Q|PR |000008074647252|01/01/1901|000000                                                                                                                                                                AF-08-INLI-01       00000000006Q|PR |000008074647252        ContratoPR          18504157_807464725210_AF-08-INLI-01_C_9_20176206.PDF                                             MASIVO      S8504157_807464725210_AF-08-INLI-01_C_9_20176206.PDF
A0100000000006Q|PR |000008074647252|01/01/1901|000000                                                                                                                                                                AF-08-CUAD-02       00000000006Q|PR |000008074647252        ContratoPR          18504157_807464725210_AF-08-CUAD-02_C_9_20176206.PDF                                             MASIVO      S8504157_807464725210_AF-08-CUAD-02_C_9_20176206.PDF
A0100000000006Q|PR |000008074647252|10/09/2013|000000                                                                                                                                                                AF-03-CORR-01       00000000006Q|PR |000008074647252        ContratoPR          18504157_807464725210_AF-03-CORR-01_O_9_20176206.PDF                                             MASIVO      S8504157_807464725210_AF-03-CORR-01_O_9_20176206.PDF
A0100000000006Q|PR |000008074647252|04/10/2013|000000                                                                                                                                                                AF-03-CORR-01       00000000006Q|PR |000008074647252        ContratoPR          18504157_807464725210_AF-03-CORR-01_O_10_20176206.PDF                                            MASIVO      S8504157_807464725210_AF-03-CORR-01_O_10_20176206.PDF
A0100000000006Q|PR |000008074647294|01/01/1901|000000                                                                                                                                                                AF-08-INLI-01       00000000006Q|PR |000008074647294        ContratoPR          18504158_807464729499_AF-08-INLI-01_C_10_20176206.PDF                                            MASIVO      S8504158_807464729499_AF-08-INLI-01_C_10_20176206.PDF
A0100000000006Q|PR |000008074647296|01/01/1901|000000                                                                                                                                                                AF-08-INLI-01       00000000006Q|PR |000008074647296        ContratoPR          18504159_807464729609_AF-08-INLI-01_C_10_20176206.PDF                                            MASIVO      S8504159_807464729609_AF-08-INLI-01_C_10_20176206.PDF
A0100000000006Q|PR |000008074647329|01/01/1901|000000                                                                                                                                                                AF-08-INLI-01       00000000006Q|PR |000008074647329        ContratoPR          18504161_807464732910_AF-08-INLI-01_C_214_20176206.PDF                                           MASIVO      S8504161_807464732910_AF-08-INLI-01_C_214_20176206.PDF
A0100000000006Q|PR |000008074647342|16/09/2013|000000                                                                                                                                                                AF-08-CUAD-02       00000000006Q|PR |000008074647342        ContratoPR          18504162_807464734202_AF-08-CUAD-02_O_214_20176206.PDF                                           MASIVO      S8504162_807464734202_AF-08-CUAD-02_O_214_20176206.PDF
A0100000000006Q|PR |000008074647342|16/09/2013|000000                                                                                                                                                                AF-08-CERJ-57       00000000006Q|PR |000008074647342        ContratoPR          18504162_807464734202_AF-08-CERJ-57_O_214_20176206.PDF                                           MASIVO      S8504162_807464734202_AF-08-CERJ-57_O_214_20176206.PDF
A0100000000006Q|PR |000008074647361|01/01/1901|000000                                                                                                                                                                AF-08-INLI-01       00000000006Q|PR |000008074647361        ContratoPR          18504165_807464736110_AF-08-INLI-01_C_217_20176206.PDF                                           MASIVO      S8504165_807464736110_AF-08-INLI-01_C_217_20176206.PDF
A0100000000006Q|PR |000008074647348|01/01/1901|000000                                                                                                                                                                AF-08-INLI-01       00000000006Q|PR |000008074647348        ContratoPR          18504163_807464734807_AF-08-INLI-01_C_215_20176206.PDF                                           MASIVO      S8504163_807464734807_AF-08-INLI-01_C_215_20176206.PDF
A0100000000006Q|PR |000008074647349|01/01/1901|000000                                                                                                                                                                AF-08-INLI-01       00000000006Q|PR |000008074647349        ContratoPR          18504164_807464734906_AF-08-INLI-01_C_217_20176206.PDF                                           MASIVO      S8504164_807464734906_AF-08-INLI-01_C_217_20176206.PDF
A0100000000006Q|PR |000008074647381|01/01/1901|000000                                                                                                                                                                AF-08-INLI-01       00000000006Q|PR |000008074647381        ContratoPR          18504166_807464738106_AF-08-INLI-01_C_217_20176206.PDF                                           MASIVO      S8504166_807464738106_AF-08-INLI-01_C_217_20176206.PDF
A0100000000006Q|PR |000008074647409|01/01/1901|000000                                                                                                                                                                AF-08-INLI-01       00000000006Q|PR |000008074647409        ContratoPR          18504167_807464740904_AF-08-INLI-01_C_217_20176206.PDF                                           MASIVO      S8504167_807464740904_AF-08-INLI-01_C_217_20176206.PDF
A0100000000006Q|PR |000008074647441|01/01/1901|000000                                                                                                                                                                AF-08-INLI-01       00000000006Q|PR |000008074647441        ContratoPR          18504168_807464744104_AF-08-INLI-01_C_217_20176206.PDF                                           MASIVO      S8504168_807464744104_AF-08-INLI-01_C_217_20176206.PDF
A0100000000006Q|PR |000008074647448|01/01/1901|000000                                                                                                                                                                AF-08-INLI-01       00000000006Q|PR |000008074647448        ContratoPR          18504169_807464744808_AF-08-INLI-01_C_218_20176206.PDF                                           MASIVO      S8504169_807464744808_AF-08-INLI-01_C_218_20176206.PDF
A0100000000006Q|PR |000008074647454|01/01/1901|000000                                                                                                                                                                AF-08-INLI-01       00000000006Q|PR |000008074647454        ContratoPR          18504174_807464745410_AF-08-INLI-01_C_0_20176206.PDF                                             MASIVO      S8504174_807464745410_AF-08-INLI-01_C_0_20176206.PDF
A0100000000006Q|PR |000008074647455|01/01/1901|000000                                                                                                                                                                AF-08-INLI-01       00000000006Q|PR |000008074647455        ContratoPR          18504175_807464745509_AF-08-INLI-01_C_1_20176206.PDF                                             MASIVO      S8504175_807464745509_AF-08-INLI-01_C_1_20176206.PDF
A0100000000006Q|PR |000008074647455|01/01/1901|000000                                                                                                                                                                AF-08-INLI-01       00000000006Q|PR |000008074647455        ContratoPR          18504175_807464745509_AF-08-INLI-01_C_0_20176206.PDF                                             MASIVO      S8504175_807464745509_AF-08-INLI-01_C_0_20176206.PDF
A0100000000006Q|PR |000008074647455|18/06/2012|000000                                                                                                                                                                AF-01-ESIN-26       00000000006Q|PR |000008074647455        ContratoPR          18504175_807464745509_AF-01-ESIN-26_C_0_20176206.PDF                                             MASIVO      S8504175_807464745509_AF-01-ESIN-26_C_0_20176206.PDF
A0100000000006Q|PR |000008074647456|01/01/1901|000000                                                                                                                                                                AF-08-INLI-01       00000000006Q|PR |000008074647456        ContratoPR          18504176_807464745608_AF-08-INLI-01_C_3_20176206.PDF                                             MASIVO      S8504176_807464745608_AF-08-INLI-01_C_3_20176206.PDF
A0100000000006Q|PR |000008074647457|01/01/1901|000000                                                                                                                                                                AF-08-INLI-01       00000000006Q|PR |000008074647457        ContratoPR          18504177_807464745707_AF-08-INLI-01_C_3_20176206.PDF                                             MASIVO      S8504177_807464745707_AF-08-INLI-01_C_3_20176206.PDF
A0100000000006Q|PR |000008074647449|01/01/1901|000000                                                                                                                                                                AF-08-INLI-01       00000000006Q|PR |000008074647449        ContratoPR          18504170_807464744907_AF-08-INLI-01_C_218_20176206.PDF                                           MASIVO      S8504170_807464744907_AF-08-INLI-01_C_218_20176206.PDF
A0100000000006Q|PR |000008074647450|01/01/1901|000000                                                                                                                                                                AF-08-INLI-01       00000000006Q|PR |000008074647450        ContratoPR          18504171_807464745003_AF-08-INLI-01_C_218_20176206.PDF                                           MASIVO      S8504171_807464745003_AF-08-INLI-01_C_218_20176206.PDF
A0100000000006Q|PR |000008074647451|01/01/1901|000000                                                                                                                                                                AF-08-INLI-01       00000000006Q|PR |000008074647451        ContratoPR          18504172_807464745102_AF-08-INLI-01_C_0_20176206.PDF                                             MASIVO      S8504172_807464745102_AF-08-INLI-01_C_0_20176206.PDF
A0100000000006Q|PR |000008074647451|09/05/2013|000000                                                                                                                                                                AF-08-CERJ-57       00000000006Q|PR |000008074647451        ContratoPR          18504172_807464745102_AF-08-CERJ-57_C_0_20176206.PDF                                             MASIVO      S8504172_807464745102_AF-08-CERJ-57_C_0_20176206.PDF
A0100000000006Q|PR |000008074647452|01/01/1901|000000                                                                                                                                                                AF-08-INLI-01       00000000006Q|PR |000008074647452        ContratoPR          18504173_807464745212_AF-08-INLI-01_C_0_20176206.PDF                                             MASIVO      S8504173_807464745212_AF-08-INLI-01_C_0_20176206.PDF
A0100000000006Q|PR |000008074647460|01/01/1901|000000                                                                                                                                                                AF-08-INLI-01       00000000006Q|PR |000008074647460        ContratoPR          18504178_807464746012_AF-08-INLI-01_C_0_20176206.PDF                                             MASIVO      S8504178_807464746012_AF-08-INLI-01_C_0_20176206.PDF
A0100000000006Q|PR |000008074647482|01/01/1901|000000                                                                                                                                                                AF-08-INLI-01       00000000006Q|PR |000008074647482        ContratoPR          18504179_807464748206_AF-08-INLI-01_C_0_20176206.PDF                                             MASIVO      S8504179_807464748206_AF-08-INLI-01_C_0_20176206.PDF
A0100000000006Q|PR |000008074647482|28/06/2010|000000                                                                                                                                                                AF-03-PRPE-08       00000000006Q|PR |000008074647482        ContratoPR          18504179_807464748206_AF-03-PRPE-08_C_0_20176206.PDF                                             MASIVO      S8504179_807464748206_AF-03-PRPE-08_C_0_20176206.PDF
A0100000000006Q|PR |000008074647485|01/01/1901|000000                                                                                                                                                                AF-08-INLI-01       00000000006Q|PR |000008074647485        ContratoPR          18504180_807464748503_AF-08-INLI-01_C_0_20176206.PDF                                             MASIVO      S8504180_807464748503_AF-08-INLI-01_C_0_20176206.PDF
A0100000000006Q|PR |000008074647496|01/01/1901|000000                                                                                                                                                                AF-08-INLI-01       00000000006Q|PR |000008074647496        ContratoPR          18504181_807464749611_AF-08-INLI-01_C_0_20176206.PDF                                             MASIVO      S8504181_807464749611_AF-08-INLI-01_C_0_20176206.PDF
A0100000000006Q|PR |000008074647529|01/01/1901|000000                                                                                                                                                                AF-08-INLI-01       00000000006Q|PR |000008074647529        ContratoPR          18504182_807464752912_AF-08-INLI-01_C_0_20176206.PDF                                             MASIVO      S8504182_807464752912_AF-08-INLI-01_C_0_20176206.PDF
A0100000000006Q|PR |000008074647551|01/01/1901|000000                                                                                                                                                                AF-08-INLI-01       00000000006Q|PR |000008074647551        ContratoPR          18504183_807464755103_AF-08-INLI-01_C_0_20176206.PDF                                             MASIVO      S8504183_807464755103_AF-08-INLI-01_C_0_20176206.PDF
A0100000000006Q|PR |000008074647556|01/01/1901|000000                                                                                                                                                                AF-08-INLI-01       00000000006Q|PR |000008074647556        ContratoPR          18504184_807464755609_AF-08-INLI-01_C_0_20176206.PDF                                             MASIVO      S8504184_807464755609_AF-08-INLI-01_C_0_20176206.PDF
A0100000000006Q|PR |000008074647557|01/01/1901|000000                                                                                                                                                                AF-08-INLI-01       00000000006Q|PR |000008074647557        ContratoPR          18504185_807464755708_AF-08-INLI-01_C_0_20176206.PDF                                             MASIVO      S8504185_807464755708_AF-08-INLI-01_C_0_20176206.PDF
A0100000000006Q|PR |000008074647559|01/01/1901|000000                                                                                                                                                                AF-08-INLI-01       00000000006Q|PR |000008074647559        ContratoPR          18504186_807464755906_AF-08-INLI-01_C_0_20176206.PDF                                             MASIVO      S8504186_807464755906_AF-08-INLI-01_C_0_20176206.PDF
A0100000000006Q|PR |000008074647565|01/01/1901|000000                                                                                                                                                                AF-08-INLI-01       00000000006Q|PR |000008074647565        ContratoPR          18504188_807464756508_AF-08-INLI-01_C_0_20176206.PDF                                             MASIVO      S8504188_807464756508_AF-08-INLI-01_C_0_20176206.PDF
A0100000000006Q|PR |000008074647566|01/01/1901|000000                                                                                                                                                                AF-08-INLI-01       00000000006Q|PR |000008074647566        ContratoPR          18504189_807464756607_AF-08-INLI-01_C_0_20176206.PDF                                             MASIVO      S8504189_807464756607_AF-08-INLI-01_C_0_20176206.PDF
A0100000000006Q|PR |000008074647568|01/01/1901|000000                                                                                                                                                                AF-08-INLI-01       00000000006Q|PR |000008074647568        ContratoPR          18504190_807464756805_AF-08-INLI-01_C_0_20176206.PDF                                             MASIVO      S8504190_807464756805_AF-08-INLI-01_C_0_20176206.PDF
A0100000000006Q|PR |000008074647569|01/01/1901|000000                                                                                                                                                                AF-08-INLI-01       00000000006Q|PR |000008074647569        ContratoPR          18504191_807464756904_AF-08-INLI-01_C_0_20176206.PDF                                             MASIVO      S8504191_807464756904_AF-08-INLI-01_C_0_20176206.PDF
A0100000000006Q|PR |000008074647570|01/01/1901|000000                                                                                                                                                                AF-08-INLI-01       00000000006Q|PR |000008074647570        ContratoPR          18504192_807464757011_AF-08-INLI-01_C_0_20176206.PDF                                             MASIVO      S8504192_807464757011_AF-08-INLI-01_C_0_20176206.PDF
A0100000000006Q|PR |000008074647570|27/06/2013|000000                                                                                                                                                                AF-03-CORR-02       00000000006Q|PR |000008074647570        ContratoPR          18504192_807464757011_AF-03-CORR-02_O_0_20176206.PDF                                             MASIVO      S8504192_807464757011_AF-03-CORR-02_O_0_20176206.PDF
A0100000000006Q|PR |000008074647571|01/01/1901|000000                                                                                                                                                                AF-08-INLI-01       00000000006Q|PR |000008074647571        ContratoPR          18504193_807464757110_AF-08-INLI-01_C_0_20176206.PDF                                             MASIVO      S8504193_807464757110_AF-08-INLI-01_C_0_20176206.PDF
A0100000000006Q|PR |000008074647571|23/11/2012|000000                                                                                                                                                                AF-03-PRPE-08       00000000006Q|PR |000008074647571        ContratoPR          18504193_807464757110_AF-03-PRPE-08_C_0_20176206.PDF                                             MASIVO      S8504193_807464757110_AF-03-PRPE-08_C_0_20176206.PDF
A0100000000006Q|PR |000008074647571|26/11/2012|000000                                                                                                                                                                AF-03-CORR-02       00000000006Q|PR |000008074647571        ContratoPR          18504193_807464757110_AF-03-CORR-02_C_0_20176206.PDF                                             MASIVO      S8504193_807464757110_AF-03-CORR-02_C_0_20176206.PDF
A0100000000006Q|PR |000008074647336|25/07/2013|000000                                                                                                                                                                AF-02-DOCN-06       00000000006Q|PR |000008074647336        ContratoPR          18504200_807464733611_AF-02-DOCN-06_C_8_20176213.PDF                                             MASIVO      S8504200_807464733611_AF-02-DOCN-06_C_8_20176213.PDF
A0100000000006Q|PR |000008074647343|13/01/2015|000000                                                                                                                                                                AF-03-CORR-02       00000000006Q|PR |000008074647343        ContratoPR          18504202_807464734301_AF-03-CORR-02_O_0_20176213.PDF                                             MASIVO      S8504202_807464734301_AF-03-CORR-02_O_0_20176213.PDF
A0100000000006Q|PR |000008074647052|24/09/2010|000000                                                                                                                                                                AF-03-PRPE-08       00000000006Q|PR |000008074647052        ContratoPR          18503703_807464705208_AF-03-PRPE-08_C_0_20170518.PDF                                             MASIVO      S8503703_807464705208_AF-03-PRPE-08_C_0_20170518.PDF
A0100000000006Q|PR |000008074647051|01/01/1901|000000                                                                                                                                                                AF-08-INLI-01       00000000006Q|PR |000008074647051        ContratoPR          18503702_807464705197_AF-08-INLI-01_C_0_20170518.PDF                                             MASIVO      S8503702_807464705197_AF-08-INLI-01_C_0_20170518.PDF
A0100000000006Q|PR |000008074647051|24/04/2009|000000                                                                                                                                                                AF-03-CORR-02       00000000006Q|PR |000008074647051        ContratoPR          18503702_807464705197_AF-03-CORR-02_O_0_20170518.PDF                                             MASIVO      S8503702_807464705197_AF-03-CORR-02_O_0_20170518.PDF
A0100000000006Q|PR |000008074647050|01/01/1901|000000                                                                                                                                                                AF-08-INLI-01       00000000006Q|PR |000008074647050        ContratoPR          18503701_807464705098_AF-08-INLI-01_C_0_20170518.PDF                                             MASIVO      S8503701_807464705098_AF-08-INLI-01_C_0_20170518.PDF
A0100000000006Q|PR |000008074647050|31/12/1993|000000                                                                                                                                                                AF-03-CORR-01       00000000006Q|PR |000008074647050        ContratoPR          18503701_807464705098_AF-03-CORR-01_O_1_20170518.PDF                                             MASIVO      S8503701_807464705098_AF-03-CORR-01_O_1_20170518.PDF
A0100000000006Q|PR |000008074647050|28/06/2004|000000                                                                                                                                                                AF-05-CERA-14       00000000006Q|PR |000008074647050        ContratoPR          18503701_807464705098_AF-05-CERA-14_C_0_20170518.PDF                                             MASIVO      S8503701_807464705098_AF-05-CERA-14_C_0_20170518.PDF
A0100000000006Q|PR |000008074647050|15/04/2004|000000                                                                                                                                                                AF-01-ESIN-26       00000000006Q|PR |000008074647050        ContratoPR          18503701_807464705098_AF-01-ESIN-26_O_0_20170518.PDF                                             MASIVO      S8503701_807464705098_AF-01-ESIN-26_O_0_20170518.PDF
A0100000000006Q|PR |000008074647053|01/01/1901|000000                                                                                                                                                                AF-05-CERA-14       00000000006Q|PR |000008074647053        ContratoPR          18503704_807464705307_AF-05-CERA-14_O_0_20170518.PDF                                             MASIVO      S8503704_807464705307_AF-05-CERA-14_O_0_20170518.PDF
A0100000000006Q|PR |000008074647053|31/12/2002|000000                                                                                                                                                                AF-03-CORR-01       00000000006Q|PR |000008074647053        ContratoPR          18503704_807464705307_AF-03-CORR-01_O_0_20170518.PDF                                             MASIVO      S8503704_807464705307_AF-03-CORR-01_O_0_20170518.PDF
A0100000000006Q|PR |000008074647053|01/01/1901|000000                                                                                                                                                                AF-08-INLI-01       00000000006Q|PR |000008074647053        ContratoPR          18503704_807464705307_AF-08-INLI-01_C_0_20170518.PDF                                             MASIVO      S8503704_807464705307_AF-08-INLI-01_C_0_20170518.PDF
